newspaper,category,title,url,content,date_scraped
Independent,Sports,Alonso confirms Bayer Leverkusen departure with Real Madrid in waiting,https://www.independent.co.uk/sport/football/xabi-alonso-bayer-leverkusen-exit-real-madrid-b2747983.html,"Alonso went 35 Bundesliga games unbeaten as Bayer Leverkusen boss to lead the club to a first ever top-flight title I would like to be emailed about offers, events and updates from The Independent. Read our Privacy notice Xabi Alonso has confirmed he will leave Bayer Leverkusen at the end of the season. The Spaniard led German outfit to a famous league and cup double across a remarkable unbeaten domestic season last year. But after coming up short in his attempt to retain the Bundesliga title, Alonso confirmed his decision to depart ahead of Sunday’s home clash with Borussia Dortmund, ending a three-year spell at the club. ""This week, the club and I have agreed that these last two games are going to be my last as Leverkusen coach,"" Alonso said. ""Now is the right moment to announce it. ""We want to have a proper farewell on Sunday. This morning I have talked with players and staff. For sure it is a moment with mixed emotions. ""I have to be thankful for everyone - from the fans, the people in the club and for sure the players. We can be happy and we can be proud of what we have achieved. We are taking the club in the right direction."" Alonso is set to take over from Carlo Ancelotti as Real Madrid manager, reuniting with the club he spent five successful years at - winning La Liga in 2012 before helping the Galacticos to Champions League glory over city rivals Atletico in 2014. The 43-year-old was one game away from securing a historic treble last season as he looked to add a Europa League to his Bundesliga and DFB-Pokal titles - only to be thwarted by an Ademola Lookman hat-trick in Dublin as Atalanta came out 3-0 final victors. Nevertheless, Alonso accomplished an incredible turnaround at the BayArena, with his appointment in October 2022 coming when Leverkusen sat in the relegation zone of the Bundesliga after their worst start to a season since 1979. After propelling them up the table in his debut season to earn European qualification, Alonso then embarked on a 35-game Bundesliga unbeaten streak to win Bayer Leverkusen a first ever top-flight title. The Spaniard was strongly linked with a return to former club Liverpool last summer, but opted to stay put in Germany for what would be one more season. He will now leave the club after the last game of the season at Mainz, with a move to the Bernabeu beckoning. Join thought-provoking conversations, follow other Independent readers and see their replies",2025-05-10
Independent,Sports,Football,https://www.independent.co.uk/sport/football,"Manchester United 4-1 Athletic Club (7-1 agg): The manager’s decision to make a triple substitution early in the second half proved telling as Mason Mount scored twice from the bench The Gunners suffered a crushing defeat to PSG midweek to end their Champions League dreams, but Miguel Delaney details why Arteta remains so confident in his side and the names discussed behind the scenes to make the difference next season",2025-05-10
Independent,Sports,Salah wins Footballer of the Year award to match Henry record,https://www.independent.co.uk/sport/football/mohamed-salah-footballer-of-the-year-award-prize-henry-b2747844.html,"Salah has won the award for a third time after his goals fired Liverpool to the Premier League title I would like to be emailed about offers, events and updates from The Independent. Read our Privacy notice Mohamed Salah has been crowned Footballer of the Year for the third time after his goals helped fire Liverpool to the Premier League title. Salah is on the second player to win a hat-trick of awards from the Football Writers’ Association, joining Arsenal legend Thierry Henry on three wins. The Egyptian has scored 28 goals and made 18 assists in the Premier League this season, appearing in every game, as Liverpool won a second title in five years under Arne Slot. Salah, who last month extended his contract at Liverpool, is on course to win a fourth Premier League Golden Boot and is either a goal or assist from equalling the record for most goal involvements in a single Premier League campaign. Salah has 46, one shy of the record held by Alan Shearer and Andy Cole over a 42-game season. Salah won his first Footballer of the Year award in his first season at Liverpool in 2017-18 and won it again in 2021-22. Liverpool captain Jordan Henderson picked up the prize in 2019-20, the season the Reds won their first title in 30 years. Henry won the award three times in four years between 2002-03 and 2005-06. In the last 30 years, Cristiano Ronaldo is the only other Premier League player to have won the award on multiple occasions. Salah is also the favourite to win the Premier League Player of the Season and Players’ Player of the Year awards. Join thought-provoking conversations, follow other Independent readers and see their replies",2025-05-10
Independent,Sports,IPL season suspended for one week amid India-Pakistan conflict,https://www.independent.co.uk/sport/cricket/indian-premier-league-ipl-suspended-pakistan-b2747783.html,"A decision has reportedly been made following the abandonment of Punjab Kings and Delhi Capitals on Thursday following rising tensions between the country and Pakistan I would like to be emailed about offers, events and updates from The Independent. Read our Privacy notice The Indian Premier League (IPL) has been suspended by the Indian cricket board following rising tensions between the country and Pakistan, a source with direct knowledge of the situation has told Reuters. Thursday's IPL match between Punjab Kings and Delhi Capitals in the hill city of Dharamsala was abandoned midway amid fighting on the border regions, though the cricket board maintained the decision was due to a power failure at the stadium. The decision left the immediate future for the money-spinning T20 tournament in doubt, though IPL chairman Arun Singh Dhumal and the Indian cricket board's secretary Devajit Saikia did not respond to Reuters calls. The world's richest cricket tournament began its current season on March 22, and the final fixture was scheduled to be played on May 25, with matches being spread over 13 venues across the country. The nuclear-armed neighbours have been locked in conflict since Wednesday, when India targeted multiple locations in Pakistan, claiming they were ""terrorist infrastructure"" in response to a deadly attack in Kashmir last month. New Delhi named two Pakistani nationals as suspects and accused Islamabad of being involved in the attack, a charge Pakistan denied and sought an independent probe. India's army said Pakistan's armed forces carried out ""multiple attacks"" using drones and other munitions across the entire western border on Thursday night and early Friday, a claim Pakistan denied. Punjab Kings and Delhi Capitals were both awarded one point after the decision to abandon the match, with rain and a wet outfield initially delaying the start by an 90 minutes. “Due to a power outage in the area, one of the light towers at the HPCA stadium malfunctioned,"" the IPL said in a statement. ""BCCI regrets the inconvenience caused to the in-stadium attendees.” It was the final game of the season in Dharamsala, with the IPL shifting Punjab’s scheduled game on Sunday against Mumbai Indians to Ahmedabad over the India-Pakistan tensions. Airports in Dharamsala and Chandigarh, where the Punjab Kings are based, have been closed for civilian and commercial purposes since Wednesday, with more airports in India’s northwestern corridor also closed off. Join thought-provoking conversations, follow other Independent readers and see their replies",2025-05-10
Independent,Sports,Cricket,https://www.independent.co.uk/sport/cricket,Please refresh the page or navigate to another page on the site to be automatically logged inPlease refresh your browser to be logged in Please refresh the page or navigate to another page on the site to be automatically logged inPlease refresh your browser to be logged in,2025-05-10
CNN,Business,Inside Trump’s negotiating strategy with China,https://edition.cnn.com/2025/05/09/business/china-trade-negotiations,"A few hours after President Donald Trump’s trade negotiating team boarded a flight for the most important economic meetings in the world, their boss took to social media to publicly throw a curveball into the negotiations. That was the point – not necessarily the path. Trump’s decision to float the possibility of cutting his 145% tariffs on China to 80% gave the impression that Trump was negotiating with himself before the discussions started. But the substance of the message, was not a surprise to his top negotiators, who have discussed the possibility of lowering America’s tariff on China in internal discussions ahead of the US-China talks in Geneva, Switzerland. But it was certainly news to Chinese officials. Trump’s feigned deference to Treasury Secretary Scott Bessent, who he said in the post would make any final decision, was intended to elevate “Scott B” in the eyes of his Chinese counterparts. In reality, US officials are clear-eyed about the fact it will be Trump and Chinese leader Xi Jinping who will ultimately need to cement any major agreement. Bessent and US Trade Representative Jamieson Greer landed in Geneva, Switzerland, for two days of meetings with top Chinese officials eyeing what may be viewed as less ambitious, but no less important, outcomes. White House officials have made clear they view the China talks on a separate track than the furious scramble to secure trade agreements with dozens of other nations. Those negotiations are officially on the clock after Trump’s decision to pause the April 2nd “reciprocal” tariff rates for 90 days. Trump’s advisors have framed some of those bilateral negotiations as another lever to exert pressure on China’s economy, with a specific focus on securing early agreements with Indo-Pacific countries including South Korea and Japan. The White House approach to China is defined in its nascent stages as an altogether different approach separate and apart from the roughly 20 prioritized negotiations under way. Administration officials have framed a process intended to start with mutual steps toward de-escalation, followed by demands for specific moves by China to address Trump’s priorities, such as the facilitation of fentanyl production and resuscitating the first term US-China “Phase One” trade deal. Those steps would set the stage for more expansive discussions about the broader trade and economic relationship between the two nations. “This talk is about: Can we get to a stable place and maybe that’s a foundation for something more,” Greer said Thursday in an interview with CNBC. More immediate US concerns over export controls placed by China on rare earths may also drive potential early-stage agreements, but any kind of wide-ranging agreement is at best a long-term process. Unless, of course, Trump decides otherwise. Current and former administration economic advisors preface most conversations about negotiations with some variation of the fact Trump is the wild card that may decide to change course at any time. But Trump’s advisers are using this weekend’s meeting to forge a path out of a persistent and dangerous state of paralysis. They’ve seen positive signals in the lead up to talks that, after a monthslong stare own, came together in a familiar and deeply choreographed way. Both sides announced the scheduled meetings in a roughly coordinated fashion. Both sides insisted their top negotiators just happened to be passing through a city that has long served as a neutral third-country site for the most contentious diplomatic relationships. Both sides have generally maintained their public red lines that would seem to ensure little progress, while also messaging a new degree of flexibility through associated outlets. The officials set to lead the talks from both sides are the most tangible sign that the talks are serious and designed to substantively move toward de-escalation. He Lifeng, Xi’s top economic official and a long member of the Chinese leader’s inner circle, will lead the Chinese delegation. Wang Xiaohong, Xi’s top security aide, was also expected to attend, according to two people familiar with matter. Greer, who has engaged with most of the trade and economic officials expected to attend the meetings during his time across Trump’s first and second terms, said the manifest represented “folks who are serious.” “They’re sending real people to talk to us about real issues, so I’m confident that we can have a straightforward and candid discussion with these folks,” Greer said on CNBC. Bessent has become the public face of Trump’s economic team. Greer, a senior trade official in Trump’s first term who has played an increasingly central role within Trump’s economic team since his February Senate confirmation, brings a similar level of gravitas for the US side. National Economic Council Director Kevin Hassett, who spoke to Bessent and Greer shortly before they boarded their flight Thursday evening, told reporters at the White House there have been “very promising signs” from the China side ahead of the meetings. He called the lead up the meeting an environment both sides have approached with “respect, collegiality and sketches of positive developments.” That baseline level of professional diplomacy is a stark shift from the first month of Trump’s second term, where Chinese officials tried in vain to connect with US counterparts and inner circle advisors, according to several people familiar with the matter. That left Chinese officials in a state of “frustration and confusion,” according to a European diplomat briefed on the matter. What soon became clear, the diplomat said, was how serious Trump was about completely re-orienting the bilateral relationship – and that his method would be economic force. China’s retaliation, which Trump and his advisors warned against, didn’t come as a surprise. But it did deepen a rupture in the relationship that threatens the global economy and has already created significant stress on the domestic economies of both nations. US officials have made clear publicly – and maintain privately – that the Chinese economy simply can’t sustain a drawn out trade war with the United States. They’ve been bolstered in that view by recent economic data they say underscores a combination of existing fragility in the country’s economic system and the acute risk posed by a de facto trade embargo with the world’s largest economy. The American officials pointed to quiet outreach from Chinese officials that sparked the planning for the meeting, with a top Xi security advisor communicating a desire to work toward addressing Trump’s major problems on the fentanyl issue. Trump’s fixation with Xi and a potential sweeping economic deal has been a prominent public feature of his first and second terms in the White House, often to the chagrin of his most hardline advisors. They view his overarching assessment of China as clear-eyed and focused on mitigating economic and security vulnerabilities. But there are no shortage of very specific examples of his willingness to break from any kind of linear hawkish approach. The pursuit of a grand economic deal may tempt him once again. “It’s his white whale,” a first-term Trump White House official told CNN. “Think of it like his desire to win the Nobel Peace Prize – a huge China deal is the economic version of that.”",2025-05-10
CNN,Business,Why prediction markets failed to see the American pope coming,https://edition.cnn.com/2025/05/09/business/online-betting-markets-failed-pope,"The wisdom of crowds is no match for the whims of the Holy Spirit. This week, the ascension of the first American pope surprised many, including the theoretically neutral online betting sites Polymarket and Kalshi. The sites, which allow people to wager on the outcomes of various events, brand themselves as “prediction markets” on the theory that when there’s money on the line, they are better, in aggregate, at anticipating results. While they’ve had some successes — notably, they bested traditional polls at predicting Donald Trump’s 2024 election win — the market for betting on the next pope was blindsided by the conclave’s election of Chicago native Robert Prevost, now Pope Leo XIV. Before the white smoke went up, Kalshi and Polymarket both cast Prevost as a long shot, with odds between 1% and 2%, which means a handful of gamblers who bet on Prevost won big. On Polymarket, one user turned a bet of a little over $1,000 into a $63,683 profit, according to the site’s public ledger. Related article
How prediction markets saw something the polls and pundits didn’t Betting markets allow you to wager on just about anything and have a mixed record of “predicting” outcomes. While they called the 2024 election correctly, they notably fumbled in 2016, when the “smart money” suggested British voters would reject “Brexit” and that Hillary Clinton would defeat Donald Trump. The conclave markets’ big miss this week reflects the limits of their predictive powers. In sports betting, you’ve got thousands of data points about individual athletes, team stats going back decades and any number of informed opinions from professional commentators. Political winds can be volatile, but polling and voter data are practically endless at the national level. In pope betting, the data are far more scarce. “The papal conclave markets are one of the ones that you’d expect to be the least well-calibrated since they only get a data point every decade or two,” Eric Zitzewitz, professor of economics at Dartmouth College, told CNN. “And the process is much more opaque than almost any other political selection process… No tell-all memoirs, even well after the fact.” Plenty of academics and journalists offered insights into who might be among the favorites based on their various CVs and reputations in the church. Pietro Parolin and Luis Antonio Tagle were among the favorites heading into the conclave on Wednesday. And, as election forecaster Nate Silver noted Friday, Parolin’s chances shot up as the white smoke emerged, “presumably on the assumption that the quick decision was good news for the frontrunners.” Of course, the dynamics inside the Sistine Chapel were impossible for market participants to gauge from the outside. All any of us regular people could do was watch “Conclave” and, based on the movie, assume there’s plenty of drama and shifting allegiances. Bottom line: Even in a highly liquid market, which crowd-wisdom theory holds should be more accurate, there are simply no tools to measure what Catholics believe is the spirit of God guiding the cardinals’ choice. “The Holy Spirit is indeed a wily one,” Zitzewitz said.",2025-05-10
CNN,Business,Anna Moneymaker/Getty Images,https://edition.cnn.com/2025/05/09/business/trumps-trade-deal-luxury-cars-rolls-royce-bentley-jaguar,"Even as President Donald Trump pushes a message of self-sacrifice when it comes to how many dolls American children should own, his administration’s first trade “deal” includes a carveout for cars – luxury ones. Trump on Thursday hailed the fact that the US-UK framework for trade talks calls for lowering tariffs on UK cars, saying it wasn’t his intention to persuade “super-luxury” brands including Rolls-Royce, Bentley and Jaguar to build cars in the United States. According to a fact sheet shared by the White House, the Trump administration has already agreed to lower tariffs on the first 100,000 UK vehicles imported into the United States each year to 10%. Additional vehicles face a 25% tariff. “We took it from 25 to 10 on Rolls-Royce because Rolls-Royce is not gonna be built here. I wouldn’t even ask them to do that. You know, it’s a very special car and it’s a very limited number too,” Trump said, announcing the agreement with Britain in the Oval Office. During the same event, Trump floated slapping a 100% tariff on toys made by Mattel and attacked the company’s CEO after the Barbie and Hot Wheels maker said its toys couldn’t be manufactured in America and still be sold at affordable prices. The United Kingdom exported only about 90,000 cars to the United States last year, according to S&P Global Mobility, making it the sixth-largest source of imported vehicles, responsible for only 1% of imported cars. US Commerce Department data showed that the value of cars imported from the UK came to $12.3 billion, meaning that the average price of a British import was more than $135,000. “It’s not… one of the monster car companies that makes millions of cars. They make a very small number of cars that are super-luxury and that includes Bentley and Jaguar… some very special cars,” Trump said. “That’s really… handmade stuff and they’ve been doing it for a long time in the same location,” he added, noting that he wanted to help the makers of such cars. Other luxury British car brands that could benefit from the lowered tariffs include Land Rover, Aston Martin and Mini. That means Trump has made it cheaper to import cars that relatively few Americans buy – or, for that matter, can afford – while keeping tariffs for now on more popular and affordable brands, mostly imported from countries other than the UK. “Laser focused on reducing prices for everyday Americans from Day One,” University of Michigan economist Justin Wolfers posted on X, “the President has struck a deal that will lower the price of Rolls Royces, Bentleys, Jaguars, Aston Martin’s, Range Rovers and Minis.” Wolfers noted that “no other consumer good received carveouts” from the US-UK trade framework. Meanwhile, Mattel CEO Ynon Kreiz said it’s unlikely Trump’s tariffs will cause toy manufacturing to come to America. “We don’t see that happening,” the Mattel CEO told CNBC after the company warned that tariffs will increase toy prices for American consumers. ﻿Trump fired back, saying: “We’ll put a 100% tariff on his toys, and he won’t sell one toy in the United States, and that’s their biggest market.” Trump added: “I wouldn’t wanna have him as an executive too long.” Of course, a 100% tariff on America’s leading toy company would likely cause an even bigger jump in toy prices charged to US consumers. It could also make it very difficult or virtually impossible for parents to buy new Barbies and other toys. Retailers typically start stocking up over the summer for the holiday shopping season. Ken Griffin, the hedge fund billionaire who backed Trump in the 2024 election, told CNBC this week that tariffs are a “painfully regressive tax” that will “hit the pocketbook of hardworking Americans the hardest.” In an interview with Politico, Griffin added that “tariffs open the door to crony capitalism,” with the government picking winners and losers. “I thought this would play out over the course of years. It’s terrifying to watch this play out over the course of weeks,” he said. CNN’s Maria Sole Campinoti contributed to this report.",2025-05-10
CNN,Business,Anna Moneymaker/Getty Images,https://edition.cnn.com/2025/05/09/business/trumps-uk-trade-deal-nightcap,"A version of this story appeared in CNN Business’ Nightcap newsletter. To get it in your inbox, sign up for free here. OK, so! After a month of negotiations, we finally have a “full and comprehensive” trade agreement with our old pals across the pond. Huge news! What a relief, right? Pop the champagne, the trade war nightmare is almost over… What’s that? What’s in it, you ask? Like, what is the “deal” part of the deal? OK, so it’s more of a concept of a deal. If a trade deal is, like, Michelangelo’s David, this is more like a block of marble. Or really it’s like a receipt from the marble guy that says we’ve placed an order for a block of marble. Maybe put the champagne back in the fridge. Here is what the US and the UK announced Thursday: President Donald Trump’s team took the US tax on British imports from 10% to *checks notes* 10%. Yes, it is the exact same tariff rate that Trump announced on April 2, but with some fun new carve-outs: That’s honestly it — there are no more details, as both sides said specifics are still being ironed out. It’s not all that surprising, given that traditionally trade deals require months or even years of painstaking talks. “A trade agreement where the details are still being negotiated is not an agreement,” said Joe Brusuelas, chief economist at RSM, on social media. “This does not provide the clarity necessary to lift the fog of uncertainty created by a trade war of choice.” To hear the White House announce it on Thursday, though, you’d think they just won a Nobel prize and a gold medal. In a Truth Social post, Trump said it was “a very big and exciting day.” Related article
One trade ‘deal’ done, 199 to go UK Prime Minister Keir Starmer called it “historic” with what sounded like a straight face, though it should be noted he joined the Oval Office event via speakerphone, because the Trump administration cobbled this whole spectacle together at the last minute. (The British ambassador to the US even said that Trump called Starmer in a “very typical, 11th-hour intervention.”) The Brits, for their part, said even an imperfect deal is better than no deal at all. Asked by reporters in England whether this deal marks an improvement on the US-UK relationship of six months ago, before Trump took office, Starmer replied: “The question you should be asking is: Is it better than where we were yesterday?” Which is a gentle British way of saying: Look, we’re all doing our little dances in the Trump show to avoid tempting the wrath of the leader of the world’s biggest economy. Wall Street, similarly, isn’t letting perfection be the enemy of the good. Stocks rallied in the US as investors – hungry for any sign Trump is going to relent on the trade war – embraced the White House’s optimism. Just for kicks, let’s say this is an actual framework for a real trade deal that will get hammered out over the next few weeks. That is better than nothing. But it took more than a month to roll out this titanic nothingburger with one of our closest allies. An ally that, with all due affection to our British brethren, accounts for just 3% of all US trade, Justin Wolfers, professor of economics at the University of Michigan, told CNN. That doesn’t bode well for the thousands of American businesses that are currently paralyzed by Trump’s 145% tariffs on most imports from China, an adversary that’s not so charmed by the president’s 11th-hour shenanigans and is America’s third-largest trading partner. US and Chinese envoys are set to meet this weekend in Geneva. But American officials aren’t even suggesting a trade deal will come out of it – the best that US Treasury Secretary Scott Bessent said he’s hoping for is “de-escalation.” Bottom line: Very little has changed about the state of the global economy since the US-UK “deal” was announced. We still have a 22% effective tariff rate today – the highest in more than 100 years – compared with 2.5% before Trump took office. “Overwhelmingly the most important fact about today’s trade deal is that the 10% across the board tariffs are staying,” Wolfers said on social media Thursday. “Tiny tweaks here and there with some trading partners won’t change that. The US is a high tariff country for the foreseeable future, and the trade war continues.”",2025-05-10
CNN,Business,Brian Melley/AP,https://edition.cnn.com/2025/05/09/business/google-internet-giant-crackdown,"Just Google it. The phrase is a testament to just how synonymous the internet giant has become with finding information online as its services are now ubiquitous across everything from smartphones to laptops and even cars. But that success has come at a cost, according to the US government. Since 2023, two separate federal judges and a federal jury have ruled that Google has an illegal monopoly in its search engine, online advertising business and app store. Google is fighting to overturn those decisions, which could force the nearly $2 trillion company to split up — if that happens, it would mark the biggest breakup of a tech company since AT&T. And it’s not just Google; Meta, Microsoft, Amazon and Apple have also faced antitrust scrutiny over how they operate their tech platforms. A breakup could especially hurt Google now, as AI surges and chatbots threaten to challenge its core business. Friday marks the end of a three-week series of hearings that could determine the future of one of the most important tech companies in history, potentially reshaping the way billions of people use the internet. A decision is expected in August. So how did Google get so big? The answer might be sitting in your hand. Today, Google is much more than a search engine. A series of acquisitions and product launches from the early 2000s put it at the helm of the most popular corners of the internet, from YouTube — which has become teens’ most used social media platform — to the world’s most popular web browser and most widely used smartphone software. “The friction to switch from Google to something else, it wasn’t worth it,” said Robert Siegel, a lecturer in management at the Stanford Graduate School of Business. “Why would you? You’re not getting better results.” Google’s search engine took off in the late 1990s and early 2000s because it had a novel way of ranking results: by importance, based on how often other sites linked to them, shedding light on which websites had more credibility and relevance. Rivals like Yahoo and Ask Jeeves indexed web results more like “a file folder” organizing results by topic, according to David Brumley, a professor of electrical and computer engineering at Carnegie Mellon University. Google inked contracts worth tens of billions of dollars to make it the default search provider on iPhones, while also striking deals to preload its search engine and browser on Android phones. Those arrangements, the Justice Department and a group of states argued, along with Google’s Chrome browser being so closely tied to its search engine, stifled competition in the search market. Last year, US District Judge Amit Mehta deemed those deals anticompetitive, calling Google a “monopolist” in online search. The DOJ now wants Google to either spin off or make major changes to its Chrome browser and Android operating system. Google has said it plans to appeal the case and last month called it “backwards looking” at “a time of intense competition and unprecedented innovation.” In the courtroom, Google argued that the DOJ’s proposal would pose security risks, hamper Google’s ability to invest in research and development, and harm Chrome as well as other businesses that rely on Google Search. It is instead proposing amending its browser agreements to allow companies to switch their default browser provider every 12 months, among other changes. Asked for comment on this story, a Google spokesperson pointed CNN to its public statements regarding the antitrust cases. As Google’s search engine grew in popularity, so did its lucrative advertising business, which brought in $66.9 billion in revenue during the first quarter of 2025. “Google was able to basically sell a lot of ads because they were able to deliver the most eyeballs, and they were able to deliver a lot of, the most, eyeballs because they sold a lot of ads,” said Siegel. Google also developed a technology “stack” that enabled brands to buy online ads and publishers to sell online ad space all through one company. In April, US District Judge Leonie Brinkema ruled that Google was able to “establish and protect its monopoly power” by tying its ad server and publisher exchange together. However, she sided with Google by ruling against one of the government’s claims related to the search giant’s online advertiser ad networks. Related article
Google is an online advertising monopoly, judge rules Google is also appealing that case, which could force it to divest part of its online advertising business or, more likely, restrict how it can operate or price its services. The DOJ is pushing for Google to sell two parts of its ad businesses to restore competition, according to a May 5 court filing. Historically, US regulators have left large companies alone if they had complementary, but not overlapping, offerings, only going after “vertical” mergers where companies bought up competitors, according to Abiel Garcia, a partner with law firm Kesselman, Brantly Stockinger LLP. But US regulators have begun to view companies with complementary services as also being problematic, said Garcia, who formerly served as deputy attorney general for the California Justice Department. The legal stakes are especially high for Google amid predictions that AI tools will take over some of the functions of search engines. Market research firm Gartner estimated last year that traditional search engine volume would drop 25% by 2026 as consumers gravitate towards AI tools. An Apple executive said in his courtroom testimony during this week’s hearings that Google search queries on Apple devices have decreased, according to Bloomberg. (Google said in a statement on Wednesday that it “continues to see overall query growth in search.”) And OpenAI’s ChatGPT poses stiff competition; Google’s Gemini is roughly 10% of ChatGPT’s size on most user growth metrics, analysts at Barclays wrote in a research note from April 24. “The question is, will AI solutions give us better products?” Siegel said. “And that might cause people to switch and move away over time.”",2025-05-10
CNN,Politics,Joe Raedle/Getty Images,https://edition.cnn.com/2025/05/09/politics/trump-tax-wealthy-house-republicans,"President Donald Trump said he’s open to hiking taxes on wealthy Americans to help pay for Republicans’ sweeping tax and spending cuts package, but the idea remains hotly contested among GOP lawmakers on Capitol Hill. In a Truth Social post Friday morning, Trump said that he would “graciously accept” even a “TINY” tax increase on the rich, while acknowledging that that it could bring political risks for Republicans. House GOP lawmakers have been struggling to find $1.5 trillion in spending cuts to help offset trillions of dollars of tax reductions. “The problem with even a ‘TINY’ tax increase for the RICH, which I and all others would graciously accept in order to help the lower and middle income workers, is that the Radical Left Democrat Lunatics would go around screaming, ‘Read my lips,’ the fabled Quote by George Bush the Elder that is said to have cost him the Election. NO, Ross Perot cost him the Election!” Trump wrote. “In any event, Republicans should probably not do it, but I’m OK if they do!!!” he continued. Trump also mentioned the possibility of letting tax cuts expire on top earners – targeting individuals who earn at least $2.5 million or couples that make at least $5 million — in a call with House Speaker Mike Johnson on Wednesday, a Republican source familiar with the matter told CNN’s Dana Bash. The White House has made the suggestion to Congress with the thought that not only would it help achieve much needed offsets, it could also help wipe away Democrats’ argument about tax cuts for the rich, the source familiar said. This is not the first time Trump has indicated that he supports raising taxes on the wealthy, even though throughout last year’s presidential campaign, he repeatedly promised to cut their taxes. The president recently told Time magazine, “I actually love the concept,” when asked about a proposal circulating to raise taxes for those earning more than $1 million a year. The idea, however, is not being warmly embraced among the House GOP and is far from guaranteed to make it into the president’s final “one big beautiful” bill, which aims to make permanent the sweeping Trump 2017 tax cuts and incorporate the president’s campaign promises to eliminate taxes on tips and certain other income. Just extending the 2017 individual tax provisions – which expire at the end of this year – could cost more than $4 trillion. Republican lawmakers are also fractured on how deeply they’d have to cut spending – including on Medicaid and food stamps – to meet their targets. Within the House Ways and Means Committee, members have discussed two ideas. One is to let the tax breaks for the richest Americans expire, returning their top income tax rate to 39.6% – which is what it was before Trump’s 2017 tax overhaul – from the current 37%. This has drawn some criticism, however, as some Republicans fear it could impact small business owners. But it could hit roughly 1.5 million households and cut about $409 billion of the cost, as well as greatly limit potential economic growth from making the tax cuts permanent, according to the Tax Foundation, a right-leaning think tank. Another idea is to create a brand-new tax bracket for the wealthy. The proposal, though limited in scope, could contribute to offsetting costly tax provisions, such as restoring the state and local tax deduction – known as SALT – that has become another flashpoint in Congress’ tax debate. The new tax bracket would raise about $59.3 billion over a decade, according to the Tax Foundation. And it would affect between 150,000 and 200,000 households and would have a much smaller dampening effect on the package’s economic growth potential. Levying a higher income tax rate on the very wealthiest of Americans would raise less money because much of that group’s earnings come from dividends and capital gains, which are taxed at lower rates, said Garrett Watson, the foundation’s director of policy analysis. Also, there are much fewer of them. One of the considerations for Republicans is what the goal of such a provision would be – to limit how much of the benefit is going to the rich or to raise more money to offset other tax cuts, Watson said. Despite Trump’s apparent openness to raising taxes on the wealthy, his economic adviser said Friday that the president “is not a strong advocate” of the idea. Asked whether Trump is seriously considering taxing the rich to pay for his budget bill, National Economic Director Kevin Hassett said: “The president is not a strong advocate of that, but he is a strong advocate of many things like no tax on tips, no tax on overtime, and nice treatment for auto loans.” “He has cited his priorities, and he understands that in the end, the final bill will include some priorities of members of the House of the Senate. That’s how the democratic process works, and that’s really what this conversation is about.” Trump reaffirmed Friday evening, however, that he’s open to taxing rich Americans, calling it “good politics.” A reporter asked Trump in the Oval Office what his message would be to conservative Republicans who warn it’s a tax increase on small business owners. Trump cast it as a “redistribution.” “People would love to do it — rich people. I would love to do it, frankly,” the president said. When asked how the White House expects to pay for the bill, given a number of its stated priorities are expensive, Hassett argued Congress has already identified clear areas for cuts, without detailing what they are and whether they are achievable. “Well, the budget rules in the House and the Senate are very clearly identified that include spending cuts and so on, and they don’t include dynamic scores,” he told CNN. “And so in the fullest of time with the spending cuts that we’re achieving ,and the dynamic score of the tax bill, we’re highly confident that we’re going to reduce the deficit that make bond markets celebrate.” Hassett has been meeting almost weekly with Johnson, Treasury Secretary Scott Bessent and others regarding Congress’ budget. Earlier this week, the group met in the Roosevelt Room of the White House. This story has been updated with additional details. CNN’s Betsy Klein and Alejandra Jaramillo contributed to this report.",2025-05-10
